amount,hour,country_risk,txn_type,account_age_days,num_txn_24h,is_fraud
1630.9536412017599,0,0,1,287.5067832686782,0,0
114.56859369172737,13,0,0,1437.4444061431166,3,0
253.70734969853044,5,0,1,94.17223365824776,1,0
663.0796688239019,4,0,0,188.879284707114,2,0
1742.9209483127133,10,1,0,285.45865833630637,2,0
196.61325827006934,3,0,1,572.6031944780873,2,0
305.36614591043855,12,0,0,290.5145441055303,3,0
76.74571382587735,10,2,0,346.41151248864566,2,0
67.06686212078134,2,0,0,93.57629559057658,0,0
1364.8348804398938,0,0,0,685.0270030247895,3,0
3085.1638379545584,5,0,0,204.29752642732444,0,0
362.12332030156256,17,1,0,55.457865929052645,0,0
1817.6492909107849,23,0,0,398.28929386285427,1,0
693.9875615943314,9,0,1,88.86349832576383,0,0
153.28828560108965,4,0,0,37.46938692789387,0,0
693.7373344619874,22,0,0,722.8484570664043,2,0
4052.360580549471,9,0,0,225.0176361462647,3,0
382.3211420164614,11,0,1,504.95315764620614,1,0
4217.3636474806835,1,0,1,125.31114321079974,2,0
7.9278537046790705,12,0,0,564.407862678264,2,0
1384.1669486816506,7,0,0,43.329655283343214,1,0
459.69839084368726,1,0,0,160.60555117309735,1,0
257.6208613109535,19,0,1,1394.1272413804484,1,0
462.96023496969923,0,0,1,576.637654676633,4,0
20.4635781034262,4,0,0,251.00102684536407,0,0
290.1773153123833,8,0,1,151.5400928183395,2,0
689.2946699228941,16,0,1,750.726792855775,2,0
3702.7870325179847,8,0,0,287.3000120106428,2,0
185.4146507863123,10,1,0,518.5100097090806,0,0
119.97214557866768,14,0,0,512.0444707657289,0,0
190.06467987459104,23,0,0,6.6096590814163525,3,0
1592.5681431104485,5,0,1,49.26233990925272,0,0
660.5855670602617,22,1,0,393.3678570346207,1,0
182.24641398598814,2,0,0,64.34351238230707,4,0
871.2257687793709,16,0,0,107.68722295585411,1,0
466.6671786407968,4,0,0,1069.6892715605811,1,0
1724.9743948659702,11,0,0,299.8091244341631,2,0
140.7408645185926,17,2,0,507.06407902440037,2,0
246.7823514872451,13,0,0,297.9866644602587,0,0
224.04294904899712,20,0,0,293.49984552631645,0,0
44.91301314451056,23,0,0,36.09253524955737,0,0
629.0309217058825,10,2,0,153.6946365017741,2,0
596.8005128783733,8,1,0,121.13840005022654,1,0
406.5350645664158,1,0,0,180.8542431927526,0,0
283.7573013053832,11,1,0,584.4354219954485,1,0
48.276451101197054,2,2,0,169.7643840724466,1,1
214.6549844844583,2,0,0,219.33831683670368,0,0
241.27279558092172,0,0,0,184.86183131540065,2,0
121.09605772736191,7,0,1,35.79289782985483,3,0
316.73689103396225,21,0,0,212.33323802057387,2,0
739.5754351182114,7,0,0,79.44960440407806,0,0
6831.358616993525,10,0,1,75.43961537417255,0,0
524.1965551568201,8,0,0,36.04587579728555,0,0
593.671173482067,4,0,0,161.0011281857705,4,0
360.8026476186652,13,0,1,517.087787365798,0,0
22.688159422368745,2,0,1,118.10456206043614,3,0
387.6989695526497,20,2,0,136.68300465599432,2,0
441.57386686261344,4,0,0,375.62463504296113,2,0
16234.001321558178,4,0,0,79.55468281390068,4,0
302.3116844360761,18,0,0,829.505545053152,0,0
634.1725089113067,13,0,0,268.0436547203031,3,0
382.960689465675,3,0,0,216.6231857989578,3,0
69.89421911279187,12,0,0,297.85411602363524,2,0
2240.00689231912,9,0,0,66.27050253895855,3,0
1246.256515105593,17,0,1,346.9521787474327,0,0
1321.5332844056368,7,0,0,164.66747904240648,0,0
103.12262538374802,7,0,0,830.3155286496379,1,0
3308.305707266983,6,2,0,67.50677054484173,1,0
49.26546880980033,7,1,0,258.18266578306736,5,0
972.9042211488951,13,0,0,332.7279417951621,0,0
10782.540005229921,18,0,0,12.393047529668788,1,0
91.30408345670297,5,0,0,165.00712817481786,3,0
172.52694127760682,0,0,0,481.4866076285656,0,0
468.4723339958761,22,1,0,626.6677313225715,2,0
189.57534014310704,14,1,0,137.11473743168563,1,0
39.40941918734111,0,0,0,584.8865466746847,2,0
447.12780108139964,16,0,0,1253.5631131606262,2,0
81.98566618895993,0,0,2,709.5707569751524,2,0
820.8896128884674,14,0,0,45.683276948996635,0,0
101.58172517584553,22,0,0,491.3035054322405,0,0
4125.331286927244,1,1,0,140.58801670472738,0,0
124.60142731890457,13,0,0,1627.2172782041594,2,0
248.86428947353545,20,0,2,242.464271759477,1,0
1366.8660259804178,7,1,0,47.67009389542262,4,0
63.66936529731649,7,0,1,471.45558213654346,1,1
567.4711448060989,18,0,0,142.386699800099,3,0
2866.119007490573,6,0,0,2129.972364759155,4,0
36.18972172105086,18,0,0,1423.9396893633104,2,0
532.1635079005999,5,0,1,389.63869894714725,1,0
595.7518321686638,5,0,0,50.75785019144935,2,0
1303.4036414018883,2,0,0,423.804452900709,0,0
63.09073533717231,6,2,2,35.64095127397023,2,0
55.66296810832872,18,0,0,10.87842939656386,1,0
882.6355267682454,7,1,0,631.950344500814,3,0
629.8470485622317,9,2,0,85.92452515471842,2,0
587.4195353423123,19,0,2,173.91077602295948,0,0
678.3560612974305,14,1,0,1324.5864278400572,0,0
145.46898721911316,14,0,1,149.92000779495413,1,0
571.5663335718905,0,1,1,128.36060010287952,2,0
626.1617410098936,19,0,0,913.8051797951192,1,0
138.16835052144552,6,0,0,42.841918744949936,4,0
6625.371778021693,3,0,0,520.2629370614957,2,0
821.1857902611891,5,1,0,1616.3395369732184,1,0
67.5619364497956,0,0,1,845.2049192217685,1,0
1080.1232272886186,4,0,1,384.9286341350631,2,0
93.50150146912472,22,1,0,137.5926913319705,1,0
1313.7315858503844,0,0,0,107.11340446922,1,0
2293.6354454351317,3,0,0,624.3940612873039,3,0
117.79861600596301,21,0,0,773.3549138579048,4,0
1711.3951496982313,1,0,0,272.05512240125756,0,0
749.323942791258,9,0,0,102.25973628457865,0,0
1384.494319935256,4,1,0,43.74388932680416,1,0
6940.919058981468,9,0,0,33.29383528281155,1,0
279.1970558815304,0,0,0,463.43183526341227,0,0
130.24219472002162,21,0,0,198.90014334741596,2,0
106.24293968379081,5,1,0,860.5509117741268,1,0
118.66264753839033,12,2,1,491.2207297364107,2,0
359.36818068229877,14,0,0,77.48158488440748,2,0
672.9883118279972,3,1,1,347.2396257879768,0,0
610.9628766599392,12,0,1,208.71596359404634,0,0
1395.1746360516865,23,0,0,314.2553838364495,2,0
411.3740252700418,19,0,1,488.9812434417725,2,0
3569.9294609322724,23,1,0,598.9311739538367,1,0
271.24290562725355,14,0,0,677.5191621701629,0,0
23867.0410326801,7,0,0,106.94353968872181,0,0
1031.223274469886,4,0,0,11.537639914425922,0,0
111.52665999074203,14,0,0,490.6931385867905,2,0
80.93620509246766,3,0,0,41.038431538992675,0,0
831.896989837635,11,0,0,138.0499564339933,1,0
288.531949123123,12,0,0,1.3959198602351628,1,0
1177.325643114125,1,0,0,417.80275144400446,4,0
820.4528442090268,18,0,1,66.75124618361565,0,0
361.6788382959561,18,0,0,388.7358682348041,0,0
113.27397286594511,3,0,0,1750.7763703729777,2,0
41.58456908393086,3,0,1,27.53805631261332,0,0
206.48495898421982,10,0,0,29.276857335347845,2,0
1457.6753088195387,4,0,0,151.87340035956058,1,0
556.2070495434189,19,0,0,734.673489835591,1,0
62.264524406734665,10,0,0,88.60257513811773,0,0
523.099340057565,9,0,2,163.1103315157167,1,0
719.0824825668923,7,0,0,25.902186008180585,2,0
107.14829887639301,5,0,1,525.7279653456624,2,0
508.05395822606073,5,0,0,191.539680852093,3,0
440.2369381051266,7,0,0,519.7567025351793,2,0
72.64209343949429,22,0,0,853.8556155525594,0,0
689.9927156609236,14,0,0,96.71029815927622,0,0
935.5894790896364,13,1,0,601.1984966582944,1,0
2047.9137371967713,10,0,1,22.232851271259157,0,1
1960.0065186333115,11,0,1,836.2605864737499,1,0
51.08525726577939,12,0,0,383.98744201442474,0,0
98.81628707720755,7,0,2,756.7451526475487,0,0
873.5391085526229,17,0,1,0.06877231669281605,0,0
871.9036514677746,0,0,0,67.60641196307517,0,0
873.5553815550862,14,1,0,180.27421275253394,1,0
130495.91935975486,7,2,0,174.1905390046556,0,0
949.880099939871,10,0,0,93.85153680493445,2,0
2215.7549514365687,11,0,0,175.43326769374545,1,0
1687.4986879576472,11,0,0,50.347962252352296,1,0
1071.7915541398963,3,0,1,194.29811659832436,2,0
251.41278071733356,15,0,0,591.7669783127798,1,0
1259.4795143326446,3,0,0,238.0309994049773,3,0
126.56578065551162,4,0,1,6.629882339186472,1,0
282.8090938255577,23,0,1,199.73530249162835,2,0
194.79635475103962,4,0,0,10.056146254080671,1,0
456.14521331838654,7,0,1,1236.8315694771052,1,0
12990.685115156026,9,0,0,49.764048070716036,3,0
24.51051504806995,16,0,0,448.9261546865358,3,0
1129.3418242104135,8,0,0,1315.3388938837488,1,0
35.90678206873279,21,1,0,638.3574205351165,1,0
198.76082179116358,18,0,0,438.61806231451794,1,0
2066.1162070318937,13,1,0,667.664501217318,3,0
444.2644657300588,7,0,0,1462.285589342719,0,0
80.10856947881041,8,0,0,354.4618846103919,0,0
137.97112665245797,21,0,0,298.98228738221485,0,0
1118.1117716968297,10,0,1,361.1681247118817,1,0
134.8887078871503,22,0,0,277.66726373538233,2,0
558.183568659571,0,0,0,367.95725955888474,2,0
431.97069912994215,13,0,0,218.10580376693034,1,0
151.80540624526273,4,1,0,89.96061162835991,1,0
10055.913355040535,20,2,0,46.76173782245723,0,0
1044.0665728184342,13,0,1,25.837744785658977,0,0
19.342139702331885,3,0,0,111.54252191890502,2,0
533.6186643485503,21,1,0,17.235715474790485,1,0
149.50357459022732,22,1,0,305.65539448296545,4,0
1449.0305160782557,0,2,0,121.84997268094023,2,0
122.88130535522436,21,0,0,635.2148262354107,2,0
339.6430923236827,22,0,0,28.156538069807606,2,0
860.4718645358058,18,0,0,93.67273699236259,0,0
1478.2774314808253,7,0,0,478.23956796471793,1,0
66.65668818261119,14,0,0,333.3603042409979,1,0
244.26364304187072,20,0,0,24.332652999642185,2,0
197.86441695000045,14,0,1,765.5946639633145,2,0
151.41223514895842,8,1,1,765.6609907073772,0,0
5699.771472195582,20,0,1,146.39665028069948,1,0
740.6088116830196,8,0,0,151.88764975169877,1,0
60.865959948187346,9,0,0,1647.041098905471,1,0
1598.4551660322581,19,0,0,359.14928344874056,1,0
9732.579962882697,20,0,0,276.60708214423164,2,0
1898.2693674374323,8,0,0,664.7010583165414,1,0
41.3034095012394,2,0,0,122.59579353181225,2,0
195.12666088473202,19,0,0,204.6503530413539,1,0
2698.271667235455,10,0,2,113.75944904831994,0,0
139.56016541404236,5,0,0,568.18080594565,0,0
785.0356589928822,1,0,0,310.90325519977284,0,0
1289.4242503187363,6,0,0,392.5063789912687,1,0
100.44439518418253,17,0,1,106.12854873193932,0,0
368.9687550917381,1,1,0,90.79384086409631,1,0
3.1208299931732495,16,2,0,244.6093559335407,2,0
86.78367587283924,10,0,0,488.28046588637847,0,1
276.20622339057803,11,0,0,271.90505459399117,1,0
62.07387618317409,18,0,0,12.114509330457548,3,0
4668.611372940606,21,0,1,740.6361683047052,3,0
47.2186023748715,23,0,0,24.408985364373336,2,0
208.49879669068923,6,0,0,1138.6483694035414,1,0
490.8363956871503,19,0,0,9.294147138512256,0,0
3504.8742923816603,5,0,0,432.759819268221,3,0
46.815145540570285,20,0,0,31.31096779206928,2,0
2309.406001479489,23,0,0,881.6544183497199,2,0
409.6690307088406,0,0,0,227.91684826834424,0,0
92.54888796369382,16,0,0,54.000908843549404,2,0
806.864066751607,10,0,0,152.11452274123096,1,0
543.8043564872556,21,2,0,65.74146638243744,1,0
163.96855707035402,17,0,0,68.26628665313882,0,0
447.95963480995806,20,0,1,1079.887836836269,2,0
226.33803337866303,16,0,0,215.0692088379022,0,0
478.31811222020116,6,0,0,567.5605629565655,2,0
1089.197005773672,16,2,1,372.50300713726455,1,0
4354.761940133192,19,0,0,411.8399254706744,1,0
63.00894823361927,8,0,1,51.541812495028715,0,0
9892.67696579313,16,0,0,97.38708460474439,2,0
21.582187047142238,19,2,2,564.0314574556054,0,0
321.2830008923663,21,1,0,1289.336923125176,1,0
975.037380977357,21,0,0,111.22549318477618,2,0
614.9173088442665,7,0,0,115.65464826747291,1,0
158.53108917046862,16,0,1,233.73123778722024,3,0
295.2482785164169,6,0,1,1505.71098886912,2,0
192.5774861155293,0,0,0,114.349265589484,2,0
166.65950929195526,12,0,0,190.7174315810559,1,0
1442.8897399040309,22,0,1,810.5996413335214,2,0
689.194296406885,18,0,0,1.0677371145788626,2,0
142.68445833715668,23,0,1,14.811056782804394,1,0
1555.2627993787385,18,0,1,338.1805616877386,1,0
639.6679933209244,16,1,0,868.4269640507636,0,0
1365.5235377970255,12,0,0,99.62075741580146,0,0
1037.3692944187558,15,0,0,231.48395043171527,1,0
116.33890002612173,7,1,0,218.51942706880692,2,0
174.11716587538615,18,0,1,233.78263146701002,3,0
1237.6137478644214,17,0,0,355.5964633070372,2,0
1007.8306193476835,0,0,1,231.5541469726408,1,0
390.97655988838443,13,0,0,216.5341273380763,2,0
481.0595538228654,18,2,2,234.69592872322266,0,0
2742.149397992386,14,0,0,326.2063659069929,1,0
166.10878694350885,17,0,0,281.06620547868755,2,0
916.576993335457,1,0,0,702.6544124802945,3,0
297.88604717632006,21,0,1,18.528789441668373,0,0
291.0450875369847,16,0,0,653.9565945314484,0,0
2096.7950221431365,17,2,1,677.9568896299737,1,0
1391.481830629775,5,0,0,122.4005977213855,0,0
1366.8504819951627,18,1,0,226.84075972201722,1,0
2858.9743217471655,3,0,0,210.682399373833,3,0
416.3414689790212,0,0,0,89.99174029836598,1,0
1122.0688602176845,7,0,0,184.50795089294354,0,0
253.30641062340382,22,0,2,16.57211968937629,0,0
656.0582158842989,6,1,2,118.80156285868975,1,0
331.8839695250537,2,1,1,619.234868524869,1,0
466.6100730236829,9,0,1,122.2241767496929,1,0
985.0924928708649,9,0,0,622.2829445887083,3,0
118.23438585568275,18,0,0,276.8274990434211,0,0
9307.547540796042,13,0,0,773.4787398304347,1,0
89.20828600910208,1,0,1,312.12885527019927,2,0
65.2820478763322,0,0,0,10.992788179415307,0,0
2291.9684449134793,22,0,0,410.7067160274929,2,1
1322.7842056463687,22,0,0,16.750075695213045,0,0
1028.8322761174927,17,0,0,218.60692397581718,1,0
1035.3742803918383,6,0,1,967.6527098539614,0,0
396.0853984790421,7,0,1,65.90725528198918,0,0
105.01660103665768,0,0,0,180.34178647511533,1,0
452.01114530858484,22,0,2,477.7178688863222,2,0
146.0950493356532,2,0,0,780.8314373623311,3,0
1741.8091616621557,23,0,0,405.70637145493765,1,0
323.5694997306718,22,0,0,109.0034391422208,1,0
116.95090189627078,7,0,0,409.7943394259115,1,1
249.11664423540495,21,0,0,128.48402903467286,4,0
749.4931525024326,14,0,2,462.5905825926552,2,0
173.1941415511824,4,0,0,1124.1395219924145,4,0
117.52715422245524,2,1,1,466.4534696881556,3,0
581.4533918977799,18,0,0,725.2194095144267,1,0
582.570295228751,0,0,0,0.7687116674304616,4,0
188.59186524334928,14,0,0,461.48120546856205,2,0
199.0274075399533,7,0,0,645.8797801190292,0,0
571.3916669001753,1,0,0,15.112526515537356,0,0
45.96468975744328,2,0,1,749.194323486957,1,0
48.85244060434617,23,0,0,108.27644054954212,2,0
137.32270516635944,13,0,0,399.49143191014804,0,0
292.8994196480878,23,0,0,588.0930675340186,1,0
643.1393044222933,13,0,0,396.6372267683136,0,0
3688.7182738143665,10,0,0,35.34097799126048,0,0
1460.4347360585646,15,0,0,331.10484317070234,0,0
317.377591386981,3,0,0,291.11776458604413,0,0
392.08383751929597,19,0,0,841.6180750984742,1,0
89.67624914781659,4,0,0,189.03967717970477,4,0
392.37981872783206,21,2,0,141.3475620362627,2,0
261.6511274003611,20,0,0,505.7796228921921,1,0
654.6350079229355,13,0,0,194.24478928051667,1,0
116.64715216546895,22,0,1,379.1364805014224,3,0
879.2064782089138,15,0,0,379.5016747835153,1,0
4020.2861855073643,17,0,0,799.2059189720502,2,0
342.70149021162337,6,0,0,333.25488026435505,2,0
736.9850323888279,9,0,2,254.57425169648928,1,0
1135.9402346646027,6,0,0,54.571638744676214,0,0
221.00145653922166,0,0,0,44.89552390794643,0,0
564.6119735405754,22,0,1,61.179873740584874,1,0
411.12142185634065,20,0,0,68.82408893672405,1,0
467.08635168462376,18,0,0,370.7566346397102,1,0
126.53074526587223,15,0,0,493.0620119063131,1,0
418.536985089732,18,0,0,275.5766600615796,0,0
851.4982431575777,3,0,2,644.6613308378593,1,0
3557.151672803411,17,2,1,1730.1782373754604,1,0
1700.888837723493,1,0,0,625.9270361995665,1,0
10196.233702862777,0,0,0,433.27613957492736,0,0
127.6099895260321,14,0,0,277.52421468230654,1,0
1492.9076720648702,4,0,0,217.4501544464063,3,0
531.1332910176086,19,0,1,32.181089729368075,1,0
10771.988645187137,10,0,0,186.0675431462902,1,0
120.00729972424317,9,0,0,879.4465829338741,1,0
114.48195779424432,1,0,1,602.387888969089,4,0
164.17140456696458,2,0,0,88.84529874171986,2,0
16.67909958127026,22,0,0,229.40186556564797,1,0
183.34460463188057,22,0,0,619.3165658194876,2,0
129.19217282576892,11,0,2,25.463251650265956,2,0
505.5215556133647,19,0,0,178.86130828471255,0,0
673.5983164989661,4,0,0,696.9568625678969,2,0
6729.500896033376,4,0,0,188.83028908118666,0,0
1678.4663310694941,5,0,0,29.489148226535953,2,0
169.80394664429446,8,0,1,285.4495346405907,2,0
104.83398387913414,1,0,1,722.2026341179701,4,0
843.7689973067216,20,0,0,325.68760497195257,0,0
55.68162440099369,11,0,0,93.63858750419168,1,0
6292.968316426939,2,0,0,176.98754547237405,3,0
2366.4830363631645,19,0,0,218.292381424462,2,0
199.58426375027668,21,0,0,316.00068994832776,0,0
30.88585173405482,11,0,1,519.9118201685484,2,0
3074.2263689322804,23,1,0,38.00006321076285,1,0
339.74326591250434,16,0,0,804.5025479796295,6,0
2583.0456545780908,9,0,0,4.520924662492637,2,0
36.905423250609374,23,0,1,168.67326489490878,1,0
164.17574428778613,13,0,1,10.148191131463669,1,0
406.6144948908977,22,0,1,182.20216965809476,3,0
432.8844748390214,16,0,0,272.3457261541365,0,0
205.38818887148443,17,1,0,261.62732428565954,0,0
1026.8743938663804,18,0,1,66.0928673197425,1,0
81.33442477713916,16,0,0,378.76984839797024,0,0
325.84792098251137,13,0,0,16.72137138831646,2,0
483.2061854572975,8,0,1,523.8090070072336,0,0
872.7579465148007,7,0,1,1069.7335964803508,1,0
1173.1202016852124,1,0,0,151.53531383983082,2,0
74.66689806322643,12,0,0,265.8055423133472,1,0
40.399957940772154,6,1,0,173.8421006135622,3,0
2742.1984531945445,8,0,0,2.457547264533373,2,0
664.1254205229408,21,0,0,177.95793235009936,1,0
131.27182786213115,21,0,1,572.6387163433885,2,0
4132.872493841758,10,0,1,330.8041658112967,1,0
479.8684248545777,13,0,1,38.96791157246828,3,0
2365.975704989561,3,0,0,685.5537568359766,2,0
446.4278165184843,12,0,1,276.4270921830131,1,0
8876.138495709412,1,0,1,672.8449791994761,2,0
5613.957933012695,22,0,0,316.8302683702428,2,0
277.70343877168125,4,1,1,299.39954379512284,3,0
1732.5618433279028,10,0,1,40.595736191846264,0,0
1062.1643280878443,5,0,0,66.85105764819697,0,0
3143.044943652838,17,0,0,1305.4054156658729,1,0
94.88017779394158,20,2,0,94.68152150629584,1,0
1128.988287643142,9,0,0,1384.1216616947427,1,0
1973.6437454457134,3,0,0,277.0716737170857,0,0
28.843676121507535,8,0,1,53.26750924352202,1,0
68.38217771818914,5,0,0,38.173702316050566,5,0
18.937644874138467,1,0,0,85.51420060350009,2,0
269.31716802246586,16,0,0,948.5624419102186,1,0
1183.5969974093214,4,0,0,195.16253538923797,2,0
3841.1826431169334,5,0,0,183.68438011495024,0,0
450.8533726788822,11,0,0,137.1382621971554,2,0
4642.1055209270235,22,0,0,58.059908905284885,2,0
50.899230862079555,20,0,0,244.2361239746257,2,0
31.34097481575486,9,0,0,50.85070181296437,2,0
371.1767824419394,21,0,0,658.7244689336267,0,0
717.733387443444,20,0,1,168.87301523384423,0,1
384.12110399668705,5,0,0,171.4366262826862,2,1
18.153018400469044,7,2,1,234.5001950360414,2,0
352.9477188524629,1,0,0,214.33409953508533,1,0
57.013937143882536,11,0,0,1923.6623947469961,1,1
1101.5888472714587,12,0,1,287.72798163271773,1,0
699.1724134711388,20,0,0,33.70281512881417,2,0
98.51219232911694,6,0,0,340.7762668695154,0,0
186.64335885625584,9,0,0,60.00035806243984,1,0
82.36657547364815,12,0,0,11.470606449343414,1,0
367.2274291546849,16,0,0,1289.0367341881627,1,0
1690.3881916675418,20,1,0,542.0914502051854,1,0
91.96526307673577,13,0,0,1429.8829482562053,0,0
859.258470138855,1,0,0,237.197023904315,0,0
182.1104866593241,21,0,0,277.3406563863337,0,0
122.81642386592037,10,0,1,67.2796890803754,0,0
343.5918464543327,0,0,2,103.50199857595949,1,0
85.38210336571925,18,0,0,665.5975454355006,0,0
175.83148099116627,20,2,1,160.72587622061556,2,0
66.89894258578899,3,0,0,639.9890802390995,1,0
7685.476818335076,18,0,0,450.5848990287457,0,0
425.3427557283503,20,2,0,71.17747670850008,2,0
141.2331029885526,10,0,1,258.47545190215254,1,0
556.1120852452528,7,0,0,412.92552679221944,0,0
340.8723017457611,10,0,0,97.79375399656759,3,0
289.6130149710651,3,0,0,648.245521547421,2,0
1013.5862364780471,16,1,1,287.28389234961145,1,0
1256.721424969569,6,0,1,65.92391907741255,0,0
182.04397496612455,7,0,1,319.2405743520776,3,0
170.080633453823,2,0,0,2977.9744873656855,1,0
267.0464075305019,21,1,0,59.543412644413976,1,0
12.770250075470862,1,0,0,619.3837412219217,1,0
41.563127111621974,22,1,0,84.7974558415923,2,0
3134.770990657654,14,0,0,556.640743341558,0,0
4757.376169032406,23,0,0,484.1484016515931,0,0
277.6734937872162,21,0,2,130.44162341462993,3,0
957.9881846879132,21,0,1,143.90590946311087,1,0
643.46988797992,4,0,1,574.0453690244372,2,0
40876.933616488954,23,0,2,225.88630992081139,1,0
2163.239979124559,0,0,0,479.01419403661976,1,0
332.99371395120096,3,1,0,58.45480327094321,1,0
96.22501346472204,14,2,2,698.726406405366,4,0
36.24605397863388,19,0,0,452.93936466205463,3,0
547.4085708152329,18,0,1,866.7074708667585,3,0
129.73240190710357,2,0,0,51.82732253406802,0,0
47.78058739687497,19,0,0,328.12686838247777,1,0
152.95452785187933,10,0,0,333.6445318184889,2,0
79.65286412390427,16,0,1,159.18429511091045,3,0
5068.055298100184,12,1,1,223.87282664065066,1,0
1513.9230929135492,10,0,0,14.133407185060658,0,0
398.63293777701637,1,1,1,500.00259916434516,2,0
3714.1911512116426,8,1,0,290.90617791807256,2,0
453.0726380258313,1,0,0,21.708429867891972,1,0
110.83844581383812,20,1,0,416.75672369649635,0,0
3962.720708357754,8,0,0,229.521153341369,1,0
905.3893439801609,8,0,0,12.800204357800354,2,0
85.12585159821909,7,0,1,1275.151909561886,1,0
303.230118080828,16,0,1,1087.017797282876,1,0
108.48073720337977,0,0,0,262.5411414347195,0,0
50.69363719218433,10,0,0,35.89938218467041,1,0
